filename,trialnum,condition,target,face_up,target_up,analysis_p_len,ltcenteraoi,ftsideaoi,valid_gaze_percent,longest_nv_combined,pfix_center_bef_disengagement,aoi_border_violation,technical_error,combination,csaccpindex
TV16_SRT3.gazedata,9,4,4,483.2949,2916.603,1466.739,-1,-1,1,0,0.38635,0,1,-1,-1
TV16_SRT3.gazedata,10,3,5,483.2759,2367.074,816.541,266.6069,299.9351,1,0,0.95918,0,0,266.6069,0.13718
TV16_SRT3.gazedata,11,3,4,483.2209,3350.0769,1466.551,-1,-1,1,0,0.39768,0,1,-1,-1
TV17_SRT1.gazedata,0,2,5,488.6909,2731.999,1188.5569,633.2031,666.531,1,0,0.97196,0,0,633.2031,0.56847
TV17_SRT1.gazedata,1,4,6,483.5688,2558.3569,1000.2478,450.03,483.3608,1,0,0.96668,0,0,450.03,0.35298
TV17_SRT1.gazedata,2,4,5,483.405,2574.0491,1050.0349,499.938,533.293,1,0,0.96823,0,0,499.938,0.41169
TV17_SRT1.gazedata,3,2,4,483.333,9204.385,1483.166,-1,-1,0.8427,233.1758,0.82032,0,1,-1,-1
TV17_SRT1.gazedata,4,2,3,482.5339,2650.012,1033.2639,483.2839,516.637,0.87097,66.688,0.96772,0,0,483.2839,0.3921
TV17_SRT1.gazedata,5,3,6,486.7439,14229.2791,1472.969,-1,-1,0.11364,1305.665,0,0,1,-1,-1
TV17_SRT1.gazedata,6,4,4,483.6511,9320.2471,1466.7251,-1,-1,0.75,366.5452,0.72737,0,1,-1,-1
TV17_SRT1.gazedata,7,4,3,483.364,2133.2229,1465.948,-1,-1,0.52874,566.3459,0.38661,0,1,-1,-1
TV17_SRT1.gazedata,8,3,3,471.7581,3749.4409,1469.647,-1,-1,0.27586,1031.2168,0.23029,0,1,-1,-1
TV17_SRT1.gazedata,9,3,4,483.2261,8038.238,1466.782,-1,-1,0.98864,0,0.46581,0,1,-1,-1
TV17_SRT1.gazedata,10,2,6,480.6699,2500.011,980.6001,433.2571,466.5972,0.95082,16.666,0.966,0,0,433.2571,0.33324
TV17_SRT1.gazedata,11,3,5,470.5261,7714.6689,1456.217,-1,-1,0.08046,1336.6628,1,0,1,-1,-1
TV17_SRT2.gazedata,0,2,5,473.7041,2383.2739,823.562,283.177,316.5139,0.95918,17.74,0.95952,0,0,283.177,0.15668
TV17_SRT2.gazedata,1,3,3,483.2551,2632.9561,1066.8,516.8491,550.198,1,0,0.96874,0,0,516.8491,0.43159
TV17_SRT2.gazedata,2,4,5,483.3369,2717.1931,1149.915,616.594,633.2461,1,0,0.98552,0,0,616.594,0.54893
TV17_SRT2.gazedata,3,4,4,483.448,6141.9438,1466.7939,-1,-1,0.54545,666.7241,1,0,1,-1,-1
TV17_SRT2.gazedata,4,3,4,483.2998,11294.959,1482.6499,-1,-1,0.73864,377.553,0.73364,1,1,-1,-1
TV17_SRT2.gazedata,5,3,6,483.366,4861.4119,1477.8591,-1,-1,0.68182,155.52,0.53574,1,1,-1,-1
TV17_SRT2.gazedata,6,3,5,486.7571,2316.6741,753.614,200.186,233.5229,0.97727,16.6238,0.95576,0,0,200.186,0.059042
TV17_SRT2.gazedata,7,4,3,483.2949,2083.4719,1466.6909,-1,-1,0.98851,16.6599,0.32951,0,1,-1,-1
TV17_SRT2.gazedata,8,2,4,483.1179,2466.3032,899.9849,350.196,383.5381,1,0,0.96295,0,0,350.196,0.23552
TV17_SRT2.gazedata,9,2,6,483.3281,5411.1599,1472.3201,-1,-1,0.18182,1172.3469,0.19243,0,1,-1,-1
TV17_SRT2.gazedata,10,4,6,483.2129,2367.1191,816.491,266.6431,299.9551,1,0,0.9592,0,0,266.6431,0.13723
TV17_SRT2.gazedata,11,2,3,483.3738,17799.5811,1468.241,-1,-1,0.54545,366.6721,0.26112,0,1,-1,-1
TV17_SRT3.gazedata,0,2,5,495.5161,3103.281,1483.0291,-1,-1,0.55556,317.9519,0.011245,0,1,-1,-1
TV17_SRT3.gazedata,1,3,4,469.4331,2967.873,1436.3511,899.9399,933.2639,0.95349,17.114,0.54711,0,1,-1,-1
TV17_SRT3.gazedata,2,3,6,483.781,2501.2759,1471.019,-1,-1,0.57647,470.123,0.11322,0,1,-1,-1
TV17_SRT3.gazedata,3,2,4,486.3469,5072.874,1469.9299,-1,-1,0.34524,833.603,1,0,1,-1,-1
TV17_SRT3.gazedata,4,4,6,483.4099,2940.3699,1402.6738,868.542,885.9448,0.63095,518.6011,0.98759,1,1,-1,-1
TV17_SRT3.gazedata,5,2,3,484.5759,7438.988,1468.5662,-1,-1,0.125,1302.134,1,0,1,-1,-1
TV17_SRT3.gazedata,6,4,5,484.3569,15426.8999,1470.647,-1,-1,0.39773,836.321,0.68286,0,1,-1,-1
TV17_SRT3.gazedata,7,4,3,483.491,5838.488,1468.929,-1,-1,0.39773,885.49,0.36315,0,1,-1,-1
TV17_SRT3.gazedata,8,4,4,483.093,13192.7429,1482.99,-1,-1,0.98876,16.666,1,0,0,1000,1
TV17_SRT3.gazedata,9,3,3,482.1321,9329.0059,1480.146,-1,-1,0,1480.146,0,0,1,-1,-1
TV17_SRT3.gazedata,10,3,5,494.5281,9495.6821,1481.344,-1,-1,0,1481.344,0,0,1,-1,-1
TV17_SRT3.gazedata,11,2,6,479.4221,2097.877,1471.9221,-1,-1,0,1471.9221,0,0,1,-1,-1
TV18_SRT1.gazedata,0,2,3,483.2329,2516.1919,983.209,433.259,466.647,1,0,0.96604,0,0,433.259,0.33325
TV18_SRT1.gazedata,1,3,4,483.3188,2566.7778,999.907,466.594,483.259,1,0,0.98333,0,0,466.594,0.37246
TV18_SRT1.gazedata,2,4,5,483.3459,12766.7532,1483.2561,-1,-1,0.96629,16.666,0.77538,0,0,1000,1
TV18_SRT1.gazedata,3,2,6,483.2759,2501.1409,933.6699,400.407,417.0769,1,0,0.98215,0,0,400.407,0.2946
TV18_SRT1.gazedata,4,2,4,483.425,2516.0491,983.3689,433.3071,466.645,1,0,0.9661,0,0,433.3071,0.3333
TV18_SRT1.gazedata,5,4,4,483.2581,7428.197,1467.1331,-1,-1,0.67045,483.8718,0.62476,0,1,-1,-1
TV18_SRT1.gazedata,6,3,6,484.179,3625.3381,1468.259,-1,-1,0.60227,567.4871,0.57945,0,1,-1,-1
TV18_SRT1.gazedata,7,3,3,483.3508,11390.0061,1473.592,-1,-1,0.63636,540.207,0.59947,0,1,-1,-1
TV18_SRT1.gazedata,8,4,6,473.1331,3257.1089,1458.2949,-1,-1,0.072289,598.1218,1,0,1,-1,-1
TV18_SRT1.gazedata,9,3,5,490.0898,2417.4812,906.887,350.2112,383.4631,0.92593,16.6641,0.96333,0,0,350.2112,0.23554
TV18_SRT1.gazedata,10,4,3,483.7659,13216.5029,1469.5969,-1,-1,0.77273,335.8689,0.70344,0,1,-1,-1
TV18_SRT1.gazedata,11,2,5,483.3569,2650.571,1116.6399,566.571,599.939,1,0,0.97012,0,0,566.571,0.49008
TV18_SRT2.gazedata,0,4,3,483.0959,2500.2312,983.291,416.5042,466.8721,1,0,0.94878,0,0,416.5042,0.31353
TV18_SRT2.gazedata,1,3,5,483.457,2617.2319,1083.397,533.272,566.6021,1,0,0.96924,0,0,533.272,0.45091
TV18_SRT2.gazedata,2,2,6,483.4951,2549.8601,1000.0662,449.9041,483.2351,1,0,0.96667,0,0,449.9041,0.35283
TV18_SRT2.gazedata,3,4,4,483.3091,2582.8552,1050.0159,500.0461,533.375,1,0,0.96826,0,0,500.0461,0.41182
TV18_SRT2.gazedata,4,3,4,483.4409,2467.21,933.5269,400.0339,416.751,1,0,0.98209,0,0,400.0339,0.29416
TV18_SRT2.gazedata,5,2,5,483.717,6276.7761,1470.967,-1,-1,0.71591,404.095,0.70263,0,1,-1,-1
TV18_SRT2.gazedata,6,4,6,483.832,2467.7781,950.5068,366.676,433.3379,0.98246,16.676,0.92987,0,0,366.676,0.25491
TV18_SRT2.gazedata,7,3,6,483.356,2466.7361,949.9351,383.3,433.2981,1,0,0.94737,0,0,383.3,0.27447
TV18_SRT2.gazedata,8,2,3,483.344,2449.459,933.228,383.304,416.636,1,0,0.96428,0,0,383.304,0.27448
TV18_SRT2.gazedata,9,4,5,483.239,2450.6082,900.0039,366.7661,383.437,1,0,0.98148,0,0,366.7661,0.25502
TV18_SRT2.gazedata,10,2,4,483.228,2499.438,933.3469,400.136,416.7979,1,0,0.98215,0,0,400.136,0.29428
TV18_SRT2.gazedata,11,3,3,485.8171,2416.0261,919.155,366.666,400.001,0.98214,0,0.96373,0,0,366.666,0.2549
TV18_SRT3.gazedata,0,4,3,483.354,2599.3779,966.8582,416.835,450.177,1,0,0.96552,0,0,416.835,0.31392
TV18_SRT3.gazedata,1,3,5,483.4512,2417.3162,1050.615,366.6482,533.863,1,0,0.84084,0,0,366.6482,0.25488
TV18_SRT3.gazedata,2,2,3,483.3738,2433.2991,900.002,333.301,383.2961,1,0,0.94445,0,0,333.301,0.21565
TV18_SRT3.gazedata,3,3,6,483.8928,2466.6919,933.895,383.333,416.668,1,0,0.96431,0,0,383.333,0.27451
TV18_SRT3.gazedata,4,2,5,500.0139,2449.8921,916.5959,333.3171,383.2961,1,0,0.94547,0,0,333.3171,0.21567
TV18_SRT3.gazedata,5,4,4,483.8938,2499.446,917.084,366.5872,399.9211,1,0,0.96365,0,0,366.5872,0.25481
TV18_SRT3.gazedata,6,4,6,483.4541,2500.5,950.061,366.625,433.27,1,0,0.92985,0,0,366.625,0.25485
TV18_SRT3.gazedata,7,3,3,483.4099,2416.585,866.7268,299.988,349.98,1,0,0.94232,0,0,299.988,0.17646
TV18_SRT3.gazedata,8,2,6,483.2791,2466.925,899.719,349.7939,383.1099,1,0,0.96297,0,0,349.7939,0.23505
TV18_SRT3.gazedata,9,4,5,483.3579,2583.292,1033.2971,483.271,516.6091,1,0,0.70969,0,0,483.271,0.39208
TV18_SRT3.gazedata,10,2,4,483.375,2449.3301,899.9302,349.885,383.2222,1,0,0.96296,0,0,349.885,0.23516
TV18_SRT3.gazedata,11,3,4,483.29,2932.803,1400.052,633.342,883.4128,1,0,0.46427,0,1,-1,-1
TV21_SRT1.gazedata,0,2,5,483.0759,2409.98,883.1841,333.4612,366.7642,1,0,0.96229,0,0,333.4612,0.21584
TV21_SRT1.gazedata,1,4,5,483.5281,3337.3372,1477.022,-1,-1,0.68182,276.3899,0.64334,1,1,-1,-1
TV21_SRT1.gazedata,2,2,4,475.95,2349.573,825.9609,283.3372,316.6741,0.91837,34.6079,0.95964,0,0,283.3372,0.15687
TV21_SRT1.gazedata,3,3,4,483.3528,2350.009,816.6438,283.3062,299.907,1,0,0.97967,0,0,283.3062,0.15683
TV21_SRT1.gazedata,4,4,3,483.2351,2550.22,899.8582,349.9548,383.292,1,0,0.96295,0,0,349.9548,0.23524
TV21_SRT1.gazedata,5,3,6,483.2319,2309.582,783.127,233.248,266.573,1,0,0.95745,0,0,233.248,0.097939
TV21_SRT1.gazedata,6,4,4,483.885,2432.437,883.98,333.415,366.7561,1,0,0.77369,0,0,333.415,0.21578
TV21_SRT1.gazedata,7,2,6,467.074,2367.561,801.032,283.958,300.623,0.97917,15.876,0.9792,0,0,283.958,0.1576
TV21_SRT1.gazedata,8,4,6,483.356,2016.9612,1467.0181,-1,-1,0.35632,950.3372,0.31812,0,1,-1,-1
TV21_SRT1.gazedata,9,2,3,483.6479,4884.0981,750.606,216.9641,233.6331,1,0,0.97779,0,0,216.9641,0.078781
TV21_SRT1.gazedata,10,3,3,485.3,16725.739,690.6328,152.564,170.4929,0.525,206.8389,0.97404,0,1,-1,-1
TV21_SRT1.gazedata,11,3,5,479.1399,3000.061,1463.9189,-1,-1,0.8046,217.1638,0.23195,0,1,-1,-1
TV21_SRT2.gazedata,0,2,6,484.8689,2453.2451,935.2161,400.3611,417.0281,0.96429,17.312,0.98218,0,0,400.3611,0.29454
TV21_SRT2.gazedata,1,4,4,483.3879,2299.572,750.0488,216.6628,233.3289,0.97778,16.6628,0.97778,0,0,216.6628,0.078427
TV21_SRT2.gazedata,2,2,4,472.74,2712.8149,1468.9719,-1,-1,0.84884,223.55,0.4401,0,1,-1,-1
TV21_SRT2.gazedata,3,4,3,483.446,12826.876,1473.8271,-1,-1,0.14943,1273.9111,0.98872,0,1,-1,-1
TV21_SRT2.gazedata,4,3,3,483.2922,23831.104,1470.5771,-1,-1,0.31818,1003.9521,0.22664,0,1,-1,-1
TV21_SRT2.gazedata,5,3,5,488.042,6696.0378,1482.791,-1,-1,0.056818,1061.488,0.27189,0,1,-1,-1
TV21_SRT2.gazedata,6,2,5,483.3591,21119.0259,1479.2561,-1,-1,0.40909,879.2329,0.36055,0,1,-1,-1
TV21_SRT2.gazedata,7,4,6,484.521,14826.0852,1468.554,-1,-1,0.48864,717.3718,0.40869,0,1,-1,-1
TV21_SRT2.gazedata,8,3,6,483.49,2333.7642,783.491,250.001,266.6641,1,0,0.97873,0,0,250.001,0.11765
TV21_SRT2.gazedata,9,4,5,483.343,2343.5818,766.614,233.325,249.9348,1,0,0.97833,0,0,233.325,0.098029
TV21_SRT2.gazedata,10,3,4,472.0679,2382.812,855.4189,316.6741,350.0181,1,0,0.96102,0,0,316.6741,0.19609
TV21_SRT2.gazedata,11,2,3,495.406,2340.6292,821.064,274.4741,291.1511,0.58333,300.2742,0.97969,0,1,-1,-1
TV21_SRT3.gazedata,0,2,5,483.678,16528.739,1473.5469,-1,-1,0.62069,538.2539,0.3961,0,1,-1,-1
TV21_SRT3.gazedata,1,4,4,488.856,9217.968,1474.229,-1,-1,0.41176,868.6731,0.38814,0,1,-1,-1
TV21_SRT3.gazedata,2,4,6,487.5718,2617.3398,1054.3108,500.0688,533.4038,0.80952,166.6692,0.96838,0,0,500.0688,0.41185
TV21_SRT3.gazedata,3,2,4,469.0461,2360.083,813.0562,294.0042,310.6711,1,0,0.9795,0,0,294.0042,0.16942
TV21_SRT3.gazedata,4,2,6,483.3708,2340.1121,799.9878,249.9619,283.2869,1,0,0.95834,0,0,249.9619,0.1176
TV21_SRT3.gazedata,5,4,5,486.656,2233.842,720.1099,183.4512,200.116,1,0,0.97686,0,0,183.4512,0.039354
TV21_SRT3.gazedata,6,3,4,483.4519,8629.0671,1482.8999,-1,-1,0.48315,749.614,0.43831,0,1,-1,-1
TV21_SRT3.gazedata,7,3,3,482.6709,2317.479,782.6838,233.3379,266.6729,1,0,0.95741,0,0,233.3379,0.098045
TV21_SRT3.gazedata,8,4,3,482.792,7379.1108,1479.1418,-1,-1,0.25843,1112.4358,0.21411,0,1,-1,-1
TV21_SRT3.gazedata,9,3,5,498.355,2667.1809,1132.4312,567.3979,600.738,0.94118,18.0178,0.36648,0,1,-1,-1
TV21_SRT3.gazedata,10,2,3,483.686,24701.957,1481.6829,-1,-1,0.42529,797.9768,0.30395,0,1,-1,-1
TV21_SRT3.gazedata,11,3,6,466.748,2583.2561,1000.116,466.6511,500.022,0.95,33.332,0.96663,0,0,466.6511,0.37253
TV29_SRT1.gazedata,0,3,5,485.2512,2433.4551,901.8831,349.9812,383.311,0.98148,16.1431,0.96304,0,0,349.9812,0.23527
TV29_SRT1.gazedata,1,4,4,483.2061,2516.136,983.303,450.0569,466.72,1,0,0.98305,0,0,450.0569,0.35301
TV29_SRT1.gazedata,2,2,6,483.479,2466.5461,916.6421,383.156,399.8191,0.89091,83.2998,0.98182,0,0,383.156,0.2743
TV29_SRT1.gazedata,3,4,5,483.5571,2383.2961,850.3462,316.717,333.3892,1,0,0.98039,0,0,316.717,0.19614
TV29_SRT1.gazedata,4,3,4,487.6091,2632.7639,1087.8252,533.561,566.8911,1,0,0.96936,0,0,533.561,0.45125
TV29_SRT1.gazedata,5,3,3,483.428,2516.2251,1000.1511,450.062,483.3872,1,0,0.96668,0,0,450.062,0.35301
TV29_SRT1.gazedata,6,3,6,483.4399,2366.7009,850.0271,299.926,333.259,1,0,0.96079,0,0,299.926,0.17638
TV29_SRT1.gazedata,7,2,3,483.438,4015.9331,1483.3701,-1,-1,0.79775,283.3591,1,0,1,-1,-1
TV29_SRT1.gazedata,8,2,5,483.345,2450.45,883.22,349.885,366.541,1,0,0.98114,0,0,349.885,0.23516
TV29_SRT1.gazedata,9,4,6,483.167,2450.1389,900.0288,350.1931,383.5349,1,0,0.96295,0,0,350.1931,0.23552
TV29_SRT1.gazedata,10,4,3,483.3789,2616.1221,1050.0339,499.9629,533.312,1,0,0.96824,0,0,499.9629,0.41172
TV29_SRT1.gazedata,11,2,4,483.3459,2599.3069,1099.6528,566.217,582.9099,0.86364,149.917,0.98482,1,1,-1,-1
TV29_SRT2.gazedata,0,4,4,488.387,14247.6848,1471.542,-1,-1,0.034483,1435.9102,1,0,1,-1,-1
TV29_SRT2.gazedata,1,3,3,483.4009,2483.3469,916.658,383.2129,399.9241,1,0,0.98177,0,0,383.2129,0.27437
TV29_SRT2.gazedata,2,4,5,483.2151,2434.0281,866.603,316.7209,350.0601,1,0,0.96153,0,0,316.7209,0.19614
TV29_SRT2.gazedata,3,3,6,483.4719,2420.1711,850.1709,316.7012,333.3621,1,0,0.9804,0,0,316.7012,0.19612
TV29_SRT2.gazedata,4,3,5,484.176,2772.7549,1482.2781,-1,-1,0.36364,761.293,0.19161,0,1,-1,-1
TV29_SRT2.gazedata,5,4,3,486.145,2553.635,1039.3101,486.2729,519.5979,0.14516,817.998,0.96794,0,1,-1,-1
TV29_SRT2.gazedata,6,2,6,483.4722,2442.376,933.239,366.4539,399.7759,1,0,0.96429,0,0,366.4539,0.25465
TV29_SRT2.gazedata,7,2,4,485.5281,2432.957,868.5691,316.377,349.7031,0.98077,16.6169,0.96163,0,0,316.377,0.19574
TV29_SRT2.gazedata,8,3,4,483.0869,2483.4851,916.5591,383.46,400.1482,1,0,0.98179,0,0,383.46,0.27466
TV29_SRT2.gazedata,9,2,5,483.355,2400.1689,866.667,316.667,349.9958,0.80769,133.4189,0.96154,0,0,316.667,0.19608
TV29_SRT2.gazedata,10,4,6,483.562,17358.9131,1472.7661,-1,-1,0.30682,989.2041,1,0,1,-1,-1
TV29_SRT2.gazedata,11,2,3,476.679,7267.354,1460.6411,-1,-1,0.057471,1389.25,0.036456,0,1,-1,-1
TV29_SRT3.gazedata,0,2,4,489.864,2450.0701,873.165,316.6331,349.968,1,0,0.96182,0,0,316.6331,0.19604
TV29_SRT3.gazedata,1,2,6,489.605,2478.502,939.7271,383.4451,416.8,0.81818,161.45,0.58548,0,1,-1,-1
TV29_SRT3.gazedata,2,2,5,471.7039,5961.6631,1463.501,-1,-1,0.011364,937.697,1,0,1,-1,-1
TV29_SRT3.gazedata,3,4,6,484.52,2383.9302,851.1331,299.9531,333.2861,1,0,0.96084,0,0,299.9531,0.17642
TV29_SRT3.gazedata,4,4,4,500.071,2382.7859,866.7341,316.625,333.291,1,0,0.98077,0,0,316.625,0.19603
TV29_SRT3.gazedata,5,3,5,483.2351,2350.5759,799.8679,249.981,283.2969,1,0,0.95835,0,0,249.981,0.11762
TV29_SRT3.gazedata,6,3,3,483.322,2432.769,866.687,316.697,350.0359,1,0,0.96153,0,0,316.697,0.19611
TV29_SRT3.gazedata,7,2,3,483.2061,2666.7588,1149.9121,533.3708,633.376,0.97101,33.3342,0.91303,0,0,533.3708,0.45102
TV29_SRT3.gazedata,8,3,6,483.3181,2399.9529,866.717,316.771,350.063,1,0,0.96159,0,0,316.771,0.1962
TV29_SRT3.gazedata,9,4,5,483.3091,2450.499,899.917,349.9731,383.272,1,0,0.963,0,0,349.9731,0.23526
TV29_SRT3.gazedata,10,4,3,483.3569,2482.918,916.582,383.2991,399.9521,1,0,0.98183,0,0,383.2991,0.27447
TV29_SRT3.gazedata,11,3,4,482.9839,3100.303,1467.0718,-1,-1,0.97727,15.853,0.72694,0,0,1000,1
TV31_SRT1.gazedata,0,2,5,483.1628,2484.0051,949.8999,400.0671,433.4041,1,0,0.9649,0,0,400.0671,0.2942
TV31_SRT1.gazedata,1,4,5,483.188,2549.696,983.2148,433.374,466.7039,1,0,0.9661,0,0,433.374,0.33338
TV31_SRT1.gazedata,2,3,3,483.469,2483.252,916.7061,366.5649,399.894,1,0,0.96364,0,0,366.5649,0.25478
TV31_SRT1.gazedata,3,2,6,483.2109,2367.1619,799.4861,266.2749,282.929,1,0,0.97917,0,0,266.2749,0.13679
TV31_SRT1.gazedata,4,3,6,483.436,2770.7981,1466.8191,-1,-1,1,0,0.36367,0,1,-1,-1
TV31_SRT1.gazedata,5,4,4,483.4231,2319.177,786.0781,267.3889,285.002,0.25,116.8479,0.97759,1,1,-1,-1
TV31_SRT1.gazedata,6,4,6,483.4009,2640.929,966.7261,433.2729,449.9841,0.27586,116.6309,0.98271,1,1,-1,-1
TV31_SRT1.gazedata,7,3,4,483.3071,2432.8721,900.1531,366.835,383.509,1,0,0.98148,0,0,366.835,0.2551
TV31_SRT1.gazedata,8,3,5,483.373,2466.6421,949.8562,416.4841,433.1521,1,0,0.98245,0,0,416.4841,0.31351
TV31_SRT1.gazedata,9,2,3,483.46,2432.8308,916.8162,366.6799,400.022,1,0,0.96363,0,0,366.6799,0.25492
TV31_SRT1.gazedata,10,4,3,474.1641,2976.0659,1017.7141,454.314,509.5659,0.11111,774.0691,0.94571,1,1,-1,-1
TV31_SRT1.gazedata,11,2,4,483.363,2399.4531,883.2122,333.2952,366.6282,1,0,0.96226,0,0,333.2952,0.21564
TV31_SRT2.gazedata,0,4,4,483.3608,2616.29,1483.0369,-1,-1,0.78409,248.5601,0.41584,0,1,-1,-1
TV31_SRT2.gazedata,1,3,5,483.2239,3800.5029,1466.6199,-1,-1,1,0,0.32948,0,1,-1,-1
TV31_SRT2.gazedata,2,3,4,483.2202,2416.7988,883.4722,333.5818,366.928,1,0,0.96226,0,0,333.5818,0.21598
TV31_SRT2.gazedata,3,2,6,483.5022,2700.3989,1467.2122,-1,-1,1,0,0.22728,0,1,-1,-1
TV31_SRT2.gazedata,4,4,5,483.3298,2383.522,816.646,283.3188,299.989,1,0,0.97959,0,0,283.3188,0.15685
TV31_SRT2.gazedata,5,2,5,483.3379,2233.4182,1466.7029,-1,-1,1,0,0.45453,0,1,-1,-1
TV31_SRT2.gazedata,6,3,6,483.0071,2483.7041,1466.7031,-1,-1,0.96552,33.6492,0.44286,0,1,-1,-1
TV31_SRT2.gazedata,7,4,6,483.301,2433.3689,1466.7122,-1,-1,1,0,0.29542,0,1,-1,-1
TV31_SRT2.gazedata,8,2,3,483.2678,17081.583,1466.5989,-1,-1,1,0,0.29542,0,1,-1,-1
TV31_SRT2.gazedata,9,2,4,483.76,2416.782,867.179,316.7539,350.0808,1,0,0.96157,0,0,316.7539,0.19618
TV31_SRT2.gazedata,10,3,3,483.3521,3733.2559,1483.1211,-1,-1,1,0,0.26971,0,1,-1,-1
TV31_SRT2.gazedata,11,4,3,483.3369,2316.688,799.9771,266.6941,283.3582,1,0,0.97917,0,0,266.6941,0.13729
TV31_SRT3.gazedata,0,3,5,483.175,2333.459,783.292,250.1182,266.7891,1,0,0.97872,0,0,250.1182,0.11779
TV31_SRT3.gazedata,1,4,5,483.595,2099.697,1483.2312,-1,-1,1,0,0.34856,0,1,-1,-1
TV31_SRT3.gazedata,2,2,6,483.1738,2401.3818,1466.8828,-1,-1,1,0,0.40909,0,1,-1,-1
TV31_SRT3.gazedata,3,2,4,483.271,2384.8259,866.5479,316.6021,349.9399,1,0,0.96153,0,0,316.6021,0.196
TV31_SRT3.gazedata,4,4,6,483.459,2300.6138,783.4871,233.3479,266.6819,1,0,0.95745,0,0,233.3479,0.098056
TV31_SRT3.gazedata,5,4,3,483.324,2432.635,916.699,366.7048,400.0469,1,0,0.96363,0,0,366.7048,0.25495
TV31_SRT3.gazedata,6,4,4,483.479,2533.3801,967.5142,417.321,450.6631,1,0,0.43075,0,1,-1,-1
TV31_SRT3.gazedata,7,3,3,483.5359,3466.6189,1483.0049,-1,-1,1,0,0.29233,0,1,-1,-1
TV31_SRT3.gazedata,8,3,6,483.2271,2450.198,1466.7021,-1,-1,1,0,0.39763,0,1,-1,-1
TV31_SRT3.gazedata,9,2,3,483.2849,2683.165,1483.2051,-1,-1,1,0,0.24719,0,1,-1,-1
TV31_SRT3.gazedata,10,3,4,483.3831,2299.094,766.49,216.5132,249.7671,1,0,0.95662,0,0,216.5132,0.078251
